ID,caption,cluster
53139105972,a large pretzel on a plate with a beer,-1
53138890890,a parking lot with a fire hydrant and a building,-1
53138139251,a praying mantisce is hanging from a branch,50
53137986051,a woman is walking down the street,86
53137969891,a black and white photo of a narrow alleyway,62
53137969871,black and white photo of three windows with ornate railings,62
52894795387,a black and white photo of an escalator in a mall,-1
53137233993,the view from the ground up of a building,55
53136075297,a large airplane flying through the air with its landing gear down,7
53135031016,an old building with a staircase and a light,47
53133120059,a painting of a city at night with many lights,104
53132887890,a white and red train at a train station,70
53132004518,a ground squirrel eating a nut in the sand,50
53129258322,a statue of a man in a red robe on display,-1
53129257807,"a red wall with a sign that reads ""the franklin art association and the city of Frankfurt",-1
53130263675,a young man standing in front of a church,-1
53130047354,a single red flower on a tree branch,-1
53129050766,yellow flowers in front of a tall building,72
53128372997,a black and white photo of a fence and a dirt road,-1
53126029852,Frankfurt skyline with construction cranes,81
53125320732,a large building with a clock on the front,-1
53122534900,people walking down the street in front of tall buildings,-1
53122146484,a black and white photo of a tall building,-1
53121889970,an all nippon airways boeing 767-300 boeing 767,7
53120511720,a yellow poppy flower in the forest,31
53118090288,a black and white photo of a fence and a house,11
53118001185,a black and white photo of a tall building,-1
53116923058,a large commercial jet flying in the sky,7
53115730582,an old photo of a concert with people in the audience,98
53115727222,two men standing on the steps of a building,98
53116324216,a group of people on the deck of a ship,99
53115727042,a large ship with men in uniforms watching it,98
53116717295,a large passenger jet on the runway at an airport,7
53116120499,a view of the side mirror of an airplane,-1
53115125597,turkish airlines a330-300 at berlin airport,15
53115125247,an airplane is parked at an airport,16
53115313219,a black and white photo of a city square,86
53111971880,a man standing in front of a sculpture made of letters,38
53111671425,a man standing in front of a large projection screen,104
53111455363,an empty room with blue pillars and stairs,62
53108823068,a black and white photo of a fence and a gate,-1
53107946130,a tree in front of a building with a bench,62
53106014580,a building with a clock tower in front of a cloudy sky,-1
53104416387,black and white photograph of a building with windows,40
53103755832,a purple flower is shown in the foreground,31
53103261772,a group of people riding in a horse drawn carriage,-1
53103769485,a black and white photo of a building on a street corner,-1
53103074976,a vase of flowers in front of a table with lights,-1
53103074456,a table with flowers and chairs in the dark,-1
53102968216,the city skyline at night with a ferris wheel,109
53103005230,a bee on a blue flower in the middle of a field,6
53102169655,a black and white cat standing on a tile floor,31
53100386232,an old stairway in an abandoned building,62
53101452443,an old stairway with a window and railing,62
53099968337,a boat is floating down the river at night,93
53100520256,statue of two cherubs in the fountain of the city hall at night,109
53100122154,a tall building with a glass facade in front of a cloudy sky,56
53096992386,a building with green glass windows and a cloudy sky,43
53096283602,a large airplane sitting on a runway with a plane flying over it,-1
53096283047,a large airplane on the tarmac,-1
53096826794,a black and white photo of a table and chairs near a river,11
53096062126,a fly sits on a yellow flower,6
53096554573,a ladybug on a flower in the field,6
53096554078,a bee on a flower with green leaves,6
53096060991,a bee on a blue flower in the middle of a field,6
53096463995,a bee on a flower in the grass,6
53095891004,black and white photo of a city skyline,97
53095441339,a bald man sitting at a piano playing music,-1
53095438799,a bald man sitting at a piano playing music,-1
53095752638,a bald man playing a piano at a music festival,-1
53094770421,two tall buildings with clouds in the sky,56
53093951162,two trains are parked next to each other,-1
53093950487,two trains are parked next to each other,-1
53094398493,black and white photograph of a waterway in a city,60
53094217185,a white flower is growing on a plant,54
53093803730,a train is pulling into a station with people walking by,15
53093302840,a path through the woods with green plants and bushes,25
53092692371,a black and white photo of a light bulb,56
53092252586,a man and a child walking through an airport,15
53092426839,a woman in a black tank top and black shorts holding a red box,9
53091682307,people walking down an escalator in a building,15
53092736328,a large group of metal planters in an indoor area,15
53092653655,people walking in an airport,15
53092736188,a man is walking on the platform of a subway station,15
53092736078,a yellow bus is parked on the side of the road,15
53092736073,a row of bicycles,-1
53092252166,a colorful tower with a large building in the background,-1
53092252121,a building with a sky and clouds reflected in the glass,-1
53092252101,people walking on a bridge over a road with buildings in the background,15
53092251691,a woman with a suitcase at an airport,15
53091681507,a person standing on an escalator with their shoes on,15
53091681327,people waiting for a train at a train station,15
53091681342,people are on a bus,15
53092735128,the interior of a large building with many windows,15
53092735058,a woman with a suitcase is walking through an airport,15
53091682277,a woman standing next to a man and a woman,-1
53091558436,red flowers with water droplets on them,54
53092042268,a sunflower is shown in the dark,54
53092042133,a close up of some small green leaves hanging from a tree,51
53092041838,a purple flower is in the middle of a field,51
53144776789,red berries hanging from a tree branch,6
53144775584,a fallen tree in the woods with moss growing on it,6
53144774814,yellow flowers in a field,6
53144639334,a small teddy bear looking out the window of an airplane,9
53143319362,"Frankfurt, , , an travel, an",-1
53143482329,a close up of a purple flower with yellow center,32
53140119375,a beer in a glass sitting on a coaster,-1
53136628368,a red flower with a yellow center is in the middle of a green field,31
53129257947,a large wooden plaque with various figures on it,-1
